번호,상호,품목,구,동,결재방법,전화번호,주소,데이터기준일자
12818,진차이객잔,음식점,분당구,삼평동,모두,031-628-1960,"성남시 분당구 대왕판교로 660(삼평동,유스페이스1,지하1층B128-4호)",2021-01-16
12819,진참치전문점,음식점,중원구,상대원3동,모두,031-748-3789,"성남시 중원구 희망로392번길 17, 1층(상대원동)",2021-01-16
12820,진품명품 한우,정육점,분당구,정자1동,모두,031-000-0000,"성남시 분당구 정자일로 234, 105호",2021-01-16
12821,진플란트치과의원,병원,중원구,성남동,모두,031-758-0428,경기도 성남시 중원구 성남대로 1129 하나빌딩 5층 진플란트치과,2021-01-16
12822,진헤어스케치,미용,중원구,상대원1동,모두,031-735-5809,성남시 중원구 둔촌대로425번길 33,2021-01-16
12823,진현갤러리,기타(도소매),분당구,구미동,지류,031-728-5004,경기도 성남시 분당구 탄천상로151번길 20 C동3층,2021-01-16
12824,진호상회,기타(도소매),중원구,하대원동,모두,031-756-8203,"성남시 중원구 마지로 118, 114호",2021-01-16
12825,진흥문구,문구,분당구,이매1동,모두,031-705-0727,성남시 분당구 양현로 138,2021-01-16
12826,진흥세탁소,세탁소,분당구,이매1동,지류,031-704-3568,"경기도 성남시 분당구 양현로 138 (이매동, 이매촌진흥아파트)",2021-01-16
12827,진흥슈퍼,슈퍼마켓,분당구,이매1동,모두,031-705-2993,성남시 분당구 양현로 138,2021-01-16
12828,진흥운수,택시,수정구,태평1동,모두,031-754-8013,성남시 수정구 성남대로 1327,2021-01-16
12829,진흥이네,음식점,수정구,수진1동,모두,031-754-5405,"성남시 수정구 탄리로 61, 1층(수진동)",2021-01-16
12830,진흥철물,기타(도소매),중원구,은행2동,모두,031-734-8541,경기도 성남시 중원구 산성대로 494(은행동),2021-01-16
12831,진흥플라워,기타(도소매),분당구,구미1동,지류,031-715-0178,경기도 성남시 분당구 대왕판교로 22 (동원동),2021-01-16
12832,진희네 야채,기타(도소매),수정구,태평3동,모두,031-000-0000,경기도 성남시 수정구 수정로 109 142호,2021-01-16
12833,짐나지움,문화·스포츠,분당구,금곡동,모두,031-718-9679,경기도 성남시 분당구 돌마로 47 이코노샤르망7층 715호(금곡동),2021-01-16
12834,짐앤델라,제과제빵,수정구,산성동,모두,070-8179-9294,"성남시 수정구 산성대로 지하 204-5, 지하상가 F-14호",2021-01-16
12835,짐티  운중점,문화·스포츠,분당구,운중동,지류,031-8016-8459,성남시 분당구 판교원로82번길 60,2021-01-16
12836,짐티 판교 백현점,문화·스포츠,분당구,백현동,지류,070-7685-0016,"성남시 분당구 판교역로14번길 16, 1층 105호(백현동",2021-01-16
12837,짐티 판교 운중점,문화·스포츠,분당구,운중동,지류,031-8016-8459,"성남시 분당구 판교원로번길 60, 102호(운중동)",2021-01-16
12838,짐티 판교 원마을점,문화·스포츠,분당구,판교동,지류,031-8016-8454,"성남시 분당구 서판교로32번길 3-5, 2층 201호(판교동)",2021-01-16
12839,짐티 판교원마을점,문화·스포츠,분당구,운중동,지류,031-8016-8454,경기도 성남시 분당구 판교원로82번길 30,2021-01-16
12840,집 고치는 사람들,기타(도소매),중원구,상대원1동,모두,031-000-0000,"성남시 중원구 박석로15번길 37, 1층",2021-01-16
12841,집만두,음식점,수정구,양지동,모두,031-000-0000,성남시 수정구 산성대로 495(양지동),2021-01-16
12842,집밥맛있다,음식점,분당구,삼평동,모두,031-724-2988,"성남시 분당구 대왕판교로 660, 지하 128-2호(삼평동)",2021-01-16
12843,짖어야개다,기타(도소매),수정구,신흥2동,모두,070-4132-4005,"성남시 수정구 시민로142번길 10, 3층",2021-01-16
12844,짚동가리쌩주,음식점,분당구,서현1동,모두,031-708-1377,"성남시 분당구 황새울로360번길 28,201호",2021-01-16
12845,짚불로,음식점,분당구,정자1동,지류,031-713-0902,성남시 분당구 정자일로 234,2021-01-16
12846,짚신매운갈비찜 모란점,음식점,중원구,성남동,모두,031-751-9933,"성남시 중원구 제일로35번길 54, 1층",2021-01-16
12847,짜글이김치찜,음식점,중원구,성남동,지류,031-608-8834,경기도 성남시 중원구 제일로35번길 40 (성남동),2021-01-16
12848,짜짜루,음식점,분당구,운중동,지류,031-8017-1700,경기도 성남시 분당구 운중로146번길 29-4 1025번지1층,2021-01-16
12849,짬뽕지존 오리역점,음식점,분당구,구미동,지류,031-715-5161,경기도 성남시 분당구 성남대로 36 (구미동),2021-01-16
12850,짬뽕타임,음식점,중원구,성남동,지류,031-754-1235,"성남시 중원구 둔촌대로 181, 1층(성남동)",2021-01-16
12851,짱,육아용품,분당구,구미1동,지류,031-728-2218,"성남시 분당구 돌마로 80, 벤처빌 145호",2021-01-16
12852,짱구분식,음식점,수정구,신흥3동,모두,031-733-7997,"성남시 수정구 시민로142번길 10,(신흥동)",2021-01-16
12853,짱구분식,음식점,수정구,태평4동,모두,031-755-0451,"성남시 수정구 남문로145번길 1, 1층",2021-01-16
12854,짱구분식,음식점,수정구,태평3동,모두,031-755-0451,"성남시 수정구 남문로145번길 1, 1층(태평동)",2021-01-16
12855,짱구상회,기타(도소매),중원구,성남동,지류,031-751-9864,성남시 중원구 산성대로 232,2021-01-16
12856,짱구식품,기타(도소매),중원구,은행1동,지류,031-746-2236,"성남시 중원구 자혜로17번길 16, 현대상가2층 223(은행동)",2021-01-16
12857,짱구오리농장,기타(도소매),중원구,성남동,지류,031-722-5979,경기도 성남시 중원구 둔촌대로 67(성남동),2021-01-16
12858,짱닭치킨,음식점,중원구,금광2동,모두,031-733-3636,"경기도 성남시 중원구 산성대로 384, 1층(금광동)",2021-01-16
12859,짱닭치킨,음식점,중원구,성남동,모두,031-754-2020,성남시 중원구 둔촌대로101번길 6-10,2021-01-16
12860,짱떡볶이,음식점,중원구,도촌동,모두,031-000-0000,"성남시 중원구 성남대로997번길 49-13,105호(여수동)",2021-01-16
12861,짱마트,기타(도소매),분당구,이매1동,모두,031-709-1113,성남시 분당구 이매로 45(이매동),2021-01-16
12862,짱수양꼬치,음식점,분당구,정자1동,모두,031-715-9010,"성남시 분당구 정자일로 197, 1층 112호, 113호 (정자동2차푸르지오시티)",2021-01-16
12863,짱수양꼬치앤 짬뽕,음식점,분당구,정자1동,지류,031-000-0000,"성남시 분당구 성남대로331번길 13,  102,103호",2021-01-16
12864,짱우동,음식점,중원구,은행2동,지류,031-745-9848,"성남시 중원구 산성대로524번길 8, 2층(은행동)",2021-01-16
12865,짱이야 떡볶이,음식점,중원구,은행2동,지류,031-734-3222,성남시 중원구 은행로 5번길 2,2021-01-16
12866,쩡이네즉석,음식점,수정구,복정동,모바일,031-000-0000,"성남시 수정구 성남대로 1342, 지층 B214-1호(복정동)",2021-01-16
12867,쩡이순대국,음식점,수정구,태평1동,모두,031-756-9289,"성남시 수정구 성남대로 1322, 1층(태평동)",2021-01-16
12868,쩡NAIL,미용,수정구,양지동,지류,,경기도 성남시 수정구 산성대로527번길 3 (양지동),2021-01-16
12869,쪽후,음식점,분당구,야탑1동,모두,031-709-7792,"경기도 성남시 분당구 장미로 42, 102호(야탑동, 야탑리더스)",2021-01-16
12870,쭈.코.대,음식점,분당구,운중동,모두,031-702-0963,"경기도 성남시 분당구 운중로138번길 28-1, 1층 101호(운중동)",2021-01-16
12871,쭈꾸미 가게,음식점,중원구,은행2동,모두,031-734-7428,성남시 중원구 산성대로524번길 6(은행동),2021-01-16
12872,쭈꾸미도사,음식점,수정구,수진2동,모두,031-722-3351,"성남시 수정구 제일로 153(수진동, 1층일부)",2021-01-16
12873,쭈꾸미사랑,음식점,중원구,성남동,모두,031-754-9229,경기도 성남시 중원구 제일로35번길 52-2 1층,2021-01-16
12874,쭈꾸미쓰코다리,음식점,수정구,위례동,지류,031-757-7923,경기도 성남시 수정구 위례광장로 300 (창곡동),2021-01-16
12875,쭈꾸미아저씨,음식점,수정구,산성동,모두,031-000-0000,"성남시 수정구 수정로 336, 1층(산성동)",2021-01-16
12876,쭈꾸미아저씨,음식점,수정구,복정동,모바일,031-722-1412,성남시 수정구 복정로 59(복정동),2021-01-16
12877,쭈꾸미아저씨,음식점,중원구,상대원3동,모두,031-733-3264,"성남시 중원구 희망로 318, 1층(상대원동)",2021-01-16
12878,쭈꾸미아저씨,음식점,중원구,금광1동,모두,031-744-7770,성남시 중원구 광명로 320,2021-01-16
12879,쭈꾸미아저씨 금광점,음식점,중원구,금광2동,모두,031-735-3332,"성남시 중원구 자혜로 54, 1층",2021-01-16
12880,쭈꾸미아저씨 수진점,음식점,수정구,수진2동,지류,031-758-0777,"성남시 수정구 수정남로 5, 1층",2021-01-16
12881,쭈꾸미쭈사장,음식점,수정구,태평2동,모바일,031-751-8982,"성남시 수정구 탄리로 82-1, 1층(태평동)",2021-01-16
12882,쭈꾸미쭈사장,음식점,분당구,서현1동,모두,031-709-8808,"경기도 성남시 분당구 황새울로360번길 26, 3층 301호(서현동, 삼보프라자)",2021-01-16
12883,쭈꾸미쭈사장,음식점,분당구,서현1동,모두,031-709-8808,"경기도 성남시 분당구 황새울로360번길 26, 3층 301호(서현동, 삼보프라자)",2021-01-16
12884,쭈네일,미용,분당구,서현1동,모두,031-703-0077,"경기도 성남시 분당구 중앙공원로 35, 107호(서현동, 올림픽스포츠센타)",2021-01-16
12885,쭈네일(JJOO NAIL),미용,분당구,금곡동,모두,031-712-4599,"성남시 분당구 돌마로 73, 2층 211호(금곡동, 우방코아)",2021-01-16
12886,쭈니,기타(도소매),분당구,구미1동,모두,031-000-0000,"성남시 분당구 돌마로 80, 101-47호(구미동, 현대벤쳐빌오피스텔)",2021-01-16
12887,쭈락,음식점,분당구,정자1동,모두,031-000-0000,"경기도 성남시 분당구 성남대로331번길 3-9, 203호(정자동, 백궁프라자)",2021-01-16
12888,쭈전(쭈꾸미앤전),음식점,중원구,은행2동,지류,031-748-1117,경기도 성남시 중원구 산성대로582번길 3 102호(쭈전),2021-01-16
12889,쭈's 옷짱,기타(도소매),중원구,상대원1동,모바일,031-000-0000,성남시 중원구 둔촌대로425번길 25(상대원동),2021-01-16
12890,쮸,음식점,수정구,태평2동,모두,031-757-8200,"성남시 수정구 수정로 175, 지하1층 (동일빌딩)",2021-01-16
12891,찌개애감동,음식점,분당구,삼평동,모두,031-628-1479,"성남시 분당구 대왕판교로 660, 214호(삼평동,유스페이스1)",2021-01-16
12892,찌개애감동,음식점,분당구,정자1동,모두,031-783-3733,경기도 성남시 분당구 정자일로 248 파크뷰타워227호,2021-01-16
12893,찌개의역사(위례광장점),음식점,수정구,위례동,지류,031-758-1189,경기도 성남시 수정구 위례광장로 322 116호,2021-01-16
12894,찌니네일,미용,분당구,수내1동,지류,031-719-9101,"성남시 분당구 수내로 54, 1층 103-2호(수내동, 삼성보보스쉐르빌)",2021-01-16
12895,찌마기,음식점,분당구,정자동,모두,031-711-0663,"성남시 분당구 내정로119번길 9, 1층(정자동)",2021-01-16
12896,찌마기,음식점,분당구,야탑1동,모두,031-707-0101,성남시 분당구 야탑로111번길 24,2021-01-16
12897,찌마기 구미점,음식점,분당구,구미1동,모두,031-716-0663,"성남시 분당구 미금일로74번길 11, 1층",2021-01-16
12898,찌마기 복정점,음식점,수정구,복정동,지류,031-751-8985,경기도 성남시 수정구 복정로 125 1층 찌마기,2021-01-16
12899,찐카페인,카페,중원구,성남동,모바일,031-000-0000,"성남시 중원구 제일로35번길 43-2, 1층(성남동)",2021-01-16
12900,찜닭삼겹떡볶이 파는집,음식점,중원구,금광2동,모두,031-607-4472,경기도 성남시 중원구 금빛로61번길 20 1층,2021-01-16
12901,찜마니아,음식점,수정구,수진1동,지류,031-755-5508,"성남시 수정구 수정남로48번길 4, 1층",2021-01-16
12902,찡떡,음식점,중원구,금광2동,모바일,031-748-0009,성남시 중원구 광명로347번길 11(금광동),2021-01-16
12903,차고145,음식점,분당구,백현동,지류,031-781-1450,경기도 성남시 분당구 판교역로 145 108호,2021-01-16
12904,차뉴무인카페,카페,수정구,태평3동,모두,,경기도 성남시 수정구 남문로 50,2021-01-16
12905,차돌보습학원,학원,분당구,분당동,모두,031-707-2226,성남시 분당구 장안로 31,2021-01-16
12906,차돌풍,음식점,수정구,복정동,지류,031-759-7292,경기도 성남시 수정구 복정로 61 미주빌딩 1층 차돌풍,2021-01-16
12907,차메디컬,기타(도소매),분당구,야탑1동,모두,031-780-1851,경기도 성남시 분당구 야탑로 59 차의과학대학교분당차병원 1층(야탑동),2021-01-16
12908,차서방,기타(도소매),중원구,은행2동,모두,031-000-0000,경기도 성남시 중원구 은이로8번길 6 (은행동),2021-01-16
12909,차세대공판장,슈퍼마켓,중원구,상대원1동,모두,031-731-8656,성남시 중원구 박석로41번길 10,2021-01-16
12910,차슈멘연구소,음식점,분당구,서현1동,모두,031-000-0000,"성남시 분당구 황새울로330번길 16,2층 203,204호(서현동,천지오피스텔)",2021-01-16
12911,차아나스푼,음식점,수정구,복정동,모바일,031-752-6789,"성남시 수정구 성남대로 1342, 외41필지 가천대비전타워MEP동 지하3층(복정동)",2021-01-16
12912,차엔,음식점,분당구,삼평동,지류,031-696-7667,경기도 성남시 분당구 판교역로 235 (삼평동),2021-01-16
12913,차오름헤어,미용,분당구,야탑1동,모두,031-781-0037,"경기도 성남시 분당구 성남대로925번길 19, 2층 208호 (야탑동)",2021-01-16
12914,차이나로중국어학원,학원,분당구,구미1동,모바일,031-000-0000,"성남시 분당구 돌마로 68, 605호(구미동, 분당프라자)",2021-01-16
12915,차이나브릿지어학원,학원,분당구,정자1동,모바일,031-719-2345,"성남시 분당구 성남대로 389, 602호(정자동,폴라리스빌딩2)",2021-01-16
